rank,gloss,count,n_videos
1041,"당부,부탁,요청,청하다,요구",6,6
1042,"가시,날카롭다,뾰족하다,예리하다,예민하다",6,6
1043,"시집가다,출가",6,6
1044,모기,6,6
1045,기체,6,6
1046,현기증,6,6
1047,육군,6,6
1048,미치다,6,6
1049,명동,6,6
1050,파산자,6,6
1051,패자,6,6
1052,"귀신,마귀,사탄,악마,유령",6,6
1053,기관지,6,6
1054,"병원,의원",6,6
1055,"예,끄덕이다",6,6
1056,된장찌개,6,6
1057,속,6,6
1058,"저자,저작자,지은이,필자",6,6
1059,구청,6,6
1060,"빚,빚지다,부채",6,6
1061,프랑스어,6,6
1062,"화상,영화",6,6
1063,"의심,의회",6,6
1064,분홍,6,6
1065,ㅛ,6,6
1066,"커닝,부정행위",6,6
1067,"장갑차,장갑차량",6,6
1068,"재작년,거거년,전전년,전전해,지지난해,재작년도",6,6
1069,"환전,환금",6,6
1070,"누나,누님",6,6
1071,희롱,6,6
1072,작업복,6,6
1073,무당,6,6
1074,"아래,이하,후배,하류,하",6,6
1075,보수 교육,6,6
1076,코치,6,6
1077,농,6,6
1078,남산,6,6
1079,"하찮다,보잘 것 없다",6,6
1080,"메뉴,차림표",6,6
1081,"에어컨,냉방",6,6
1082,"쌓다,쌓이다",6,6
1083,"남대문,교량,육교,다리",6,6
1084,"길이,장단",6,6
1085,열중쉬어,6,6
1086,"빨강,빨갛다,적자",6,6
1087,바늘,6,6
1088,가로채다,6,6
1089,계급,6,6
1090,이용,6,6
1091,"연말,세밑",6,6
1092,때리다,6,6
1093,탁구,6,6
1094,"방법,요령,방식",6,6
1095,출금,6,6
1096,와인,6,6
1097,월요일,6,6
1098,"테니스,정구",6,6
1099,"씻다,닦다",6,6
1100,원래,6,6
1101,캐나다,6,6
1102,한국 전쟁,6,6
1103,금고,6,6
1104,"기업,회사,사",6,6
1105,강습소,6,6
1106,부채,6,6
1107,리포트,6,6
1108,진노,6,6
1109,빛나다,6,6
1110,개미,6,6
1111,광부,6,6
1112,절름발이,6,6
1113,"성적,염소,점수",6,6
1114,쿠웨이트,6,6
1115,자장면,6,6
1116,무지개,6,6
1117,"간장,장",6,6
1118,끈적끈적,6,6
1119,"화나다,노여움,노엽다,노하다,성나다,성내다,화내다",6,6
1120,보건소,6,6
1121,아일랜드,6,6
1122,"자식,자녀",6,6
1123,권씨,6,6
1124,슬로베니아,6,6
1125,"생도,사관생도,사관,사관생",6,6
1126,"망하다,멸망,붕괴,쇠망,무너지다,부서지다,허물어지다,헐다",6,6
1127,불가리아,6,6
1128,"허다하다,많다,매우 많다",6,6
1129,미미하다,6,6
1130,이따가,6,6
1131,풋사과,6,6
1132,문인,6,6
1133,포르투갈,6,6
1134,"미장공,미장이,미장쟁이",6,6
1135,동시,6,6
1136,"비,강우,비가 내리다",6,6
1137,"호흡,공기,냄새,대기,목숨,생명,수,수명,숨,숨결,숨쉬다",6,6
1138,"가득,차다",6,6
1139,접다,6,6
1140,"신기하다,교묘하다,묘하다,오묘하다,이상",6,6
1141,폴란드,6,6
1142,대추,6,6
1143,논하다,6,6
1144,복직,6,6
1145,보청기,6,6
1146,"말없다,묵묵하다,침묵",6,6
1147,기념식,6,6
1148,메달,6,6
1149,(영어지문자)시,6,6
1150,"그냥,그저",6,6
1151,장애인 기능 경진 대회,6,6
1152,"지루하다,따분하다",6,6
1153,고통,6,6
1154,"절다,절룩거리다,절름거리다",6,6
1155,노약자,6,6
1156,성악가,6,6
1157,세례,6,6
1158,대립,6,6
1159,"절약,검약",6,6
1160,재택근무,6,6
1161,"다스리다,통치",6,6
1162,배부,6,6
1163,서쪽,6,6
1164,"망신,체면을 구기다",6,6
1165,"나중,밖,이후,후",6,6
1166,"착각,착오",6,6
1167,"통역,매개,변호,소개",6,6
1168,버튼,6,6
1169,소라,6,6
1170,사월,6,6
1171,카자흐스탄,6,6
1172,"십구,열아홉",6,6
1173,철면피,6,6
1174,목적지,6,6
1175,동쪽,6,6
1176,"겨루다,겨루기,경쟁,고사,고시,수험,승부,시합,시험",6,6
1177,"그만,끝,까지,종결,종료,끝나다,마치다",6,6
1178,결의,6,6
1179,금강산,6,6
1180,방귀,6,6
1181,수출,6,6
1182,총명,6,6
1183,판사,6,6
1184,"하야,사임",6,6
1185,(공기의)순환,6,6
1186,"얼음,얼음장",6,6
1187,"간첩,스파이,첩자",6,6
1188,"타자수,타이피스트",6,6
1189,한참,6,6
1190,헌법 재판소,6,6
1191,"선택,뽑다,선발,선출,택하다",6,6
1192,"결혼,혼인,화혼",6,6
1193,"가시다,사라지다,상실",6,6
1194,ㄹ 리 없다,6,6
1195,낙하산,6,6
1196,"일곱,칠",6,6
1197,귀,6,6
1198,장애인 복지 시설,6,6
1199,부속,6,6
1200,알아보다,6,6
1201,광복절,6,6
1202,"강냉이,옥수수",6,6
1203,과대,6,6
1204,리투아니아,6,6
1205,문어,6,6
1206,접시,6,6
1207,부여,6,6
1208,번개,6,6
1209,불허,6,6
1210,대비,6,6
1211,최씨,6,6
1212,"그릇,사발",6,6
1213,소금,6,6
1214,은,6,6
1215,케이오,6,6
1216,"독자,외동아들,외아들",6,6
1217,병석,6,6
1218,"기름,숙달,원활,능숙하다,매끄럽다,미끄럽다,순조롭다,자주,빈번히,낯익다",6,6
1219,친교,6,6
1220,함구,6,6
1221,콜롬비아,6,6
1222,"검정,검다,까맣다",6,6
1223,저명인사,6,6
1224,보증금,6,6
1225,수영장,6,6
1226,과학자,6,6
1227,"넣다,담그다",6,6
1228,"국제연합,유엔",6,6
1229,슬그머니,6,6
1230,"집,주택,가옥,세대,호,댁",6,6
1231,제과점,6,6
1232,모욕,6,6
1233,실각,6,6
1234,마음에 들다,6,6
1235,"선언,천명",6,6
1236,묵도,6,6
1237,"겨루다,겨루기,경쟁,고사,고시,수험,시합,시험",6,6
1238,"특히,각별,별,특별,특수",6,6
1239,굴(구멍),6,6
1240,숙소,6,6
1241,옮기다,6,6
1242,차이,6,6
1243,"관중,관객,구경꾼",6,6
1244,중령,6,6
1245,"무사,무고",6,6
1246,북아일랜드,6,6
1247,"날마다,나날,매번,매일,수시,일상,늘,매양,번번이,언제나,항상",6,6
1248,"납부,납입,지급,지불,내다",6,6
1249,"익다,여물다",6,6
1250,석두,6,6
1251,국가,6,6
1252,"넘어지다,쓰러지다",6,6
1253,자각,6,6
1254,준말,6,6
1255,기겁,6,6
1256,실습,6,6
1257,"유별나다,독특,유별스럽다",6,6
1258,스웨덴,6,6
1259,금세,6,6
1260,"감사합니다,감사,고맙다",6,6
1261,루마니아,6,6
1262,"가만히,조용하다",6,6
1263,ㅗ,6,6
1264,청주,6,6
1265,마중,6,6
1266,대위,6,6
1267,자신,6,6
1268,위반,6,6
1269,"보리쌀,보리",6,6
1270,"시합,경기",6,6
1271,"귀중하다,중요,막중하다,소중하다",6,6
1272,"년,해",6,6
1273,"육십,예순",6,6
1274,"어느,무엇,어떤,무슨",6,6
1275,녹차,6,6
1276,"계속,연속,이어,내내,-면서,지속",6,6
1277,"고아원,보육원",6,6
1278,"일본,왜국",6,6
1279,외투,6,6
1280,프린터,6,6
1281,(활을 쏘는)사수,6,6
1282,대명사,6,6
1283,직업교육,6,6
1284,뛰어나다,6,6
1285,카지노,6,6
1286,가짜,6,6
1287,"답답하다,갑갑하다",6,6
1288,봉급생활자,6,6
1289,화산,6,6
1290,편취죄,6,6
1291,"경멸,깔보다,멸시,업신여기다",6,6
1292,ㅍ,6,6
1293,"바다,해양",6,6
1294,"아흔,구십",6,6
1295,관광객,6,6
1296,칠레,6,6
1297,옥탑,6,6
1298,"겨울옷,동복",6,6
1299,"뜨다,동,해돋이",6,6
1300,외상,6,6
1301,낙태,6,6
1302,"강연,연설",6,6
1303,위약,6,6
1304,바티칸시,6,6
1305,(조직의)장,6,6
1306,백점,6,6
1307,"계약,맺다",6,6
1308,복습,6,6
1309,연구실,6,6
1310,듯하다,6,6
1311,"승차권,차표,표",6,6
1312,방문,6,6
1313,"한국어,한국말",6,6
1314,"내일,명일",6,6
1315,"푹,안식,편안,평안,편하다",6,6
1316,하인,6,6
1317,중부 지방,6,6
1318,이란,6,6
1319,계획,6,6
1320,"무식,무지",6,6
1321,케이블카,6,6
1322,사무원,6,6
1323,"미련,어리석다",6,6
1324,시동생,6,6
1325,소름,6,6
1326,기발하다,6,6
1327,"모레,내일모레,이틀,이틀후",6,6
1328,세면장,6,6
1329,대모,6,6
1330,서울역,6,6
1331,답,6,6
1332,고속철도,6,6
1333,"꾸짖다,나무라다,야단치다,가책,구박,꾸중,꾸지람,책망,핍박,힐책",6,6
1334,차,6,6
1335,(음식에 간을)맞추다,6,6
1336,다오,6,6
1337,과장,6,6
1338,"십일,열하나",6,6
1339,"사진기,찍다,카메라",6,6
1340,"박해,짓밟다",6,6
1341,"맡기다,임명",6,6
1342,고모,6,6
1343,휴대 전화기,6,6
1344,초등,6,6
1345,"안심,안전,안정",6,6
1346,카드,6,6
1347,한국수화,6,6
1348,"동결,얼다",6,6
1349,안 보이다,6,6
1350,보지,6,6
1351,수축,6,6
1352,수학,6,6
1353,"부랴부랴,허겁지겁,허둥거리다, 허둥대다",6,6
1354,연애,6,6
1355,이북,6,6
1356,"월경,생리",6,6
1357,"가르치다,교육,교수하다",6,6
1358,"수면,숙박,잠,기숙사,자다",6,6
1359,"단어,낱말",6,6
1360,보았다,6,6
1361,"들키다,발각",6,6
1362,"대출금,대부금",6,6
1363,얻어맞다,6,6
1364,곤란,6,6
1365,"많다,흔하다",6,6
1366,"엑스선,엑스레이",6,6
1367,파란색,6,6
1368,대표,6,6
1369,고무줄,6,6
1370,"들어가다,방문하다,입장",6,6
1371,실업,6,6
1372,"할아버지,조부",6,6
1373,레바논,6,6
1374,"겨레,동포",6,6
1375,"소외,이탈",6,6
1376,십만,6,6
1377,"보수,수리,수선",6,6
1378,"인도,섬부주",6,6
1379,"영원,무궁,길이,불후,영구,영영",6,6
1380,볶다,6,6
1381,파렴치,6,6
1382,관람,6,6
1383,"모금,수금,헌금",6,6
1384,휴게소,6,6
1385,"사탕,알사탕,캔디",6,6
1386,골키퍼,6,6
1387,예수님,6,6
1388,"그릇되다,틀리다",6,6
1389,"뒤따르다,수행,따라가다,따르다,좇다,쫓다,쫓아가다",6,6
1390,"우연,공교롭다",6,6
1391,선전,6,6
1392,대머리,6,6
1393,혈육,6,6
1394,"천국,천당",6,6
1395,"기운,힘",6,6
1396,경건하다,6,6
1397,무한,6,6
1398,횡령죄,6,6
1399,원산,6,6
1400,"이중,중복",6,6
1401,어마어마하다,6,6
1402,처분,6,6
1403,자격,6,6
1404,"마침,딱 맞다,알맞다",6,6
1405,코앞,6,6
1406,우체국,6,6
1407,"곳,위치,장소",6,6
1408,출마,6,6
1409,아들,6,6
1410,"일치,동감,동의",6,6
1411,"감당,사명,책임,담당,소임,역임,맡다,책임지다",6,6
1412,월드컵,6,6
1413,새아버지,6,6
1414,"한국,대한민국",6,6
1415,교육청,6,6
1416,호인,6,6
1417,법무,6,6
1418,북도,6,6
1419,다물다,6,6
1420,보자,6,6
1421,ㅘ,6,6
1422,"자기,스스로,자체,혼자,홀로,자발",6,6
1423,사회,6,6
1424,아시아,6,6
1425,영화관,6,6
1426,호출,6,6
1427,카메룬,6,6
1428,ㅌ,6,6
1429,전도사,6,6
1430,수당,6,6
1431,예언자,6,6
1432,석사,6,6
1433,"사무실,서무실",6,6
1434,주차장,6,6
1435,ㅈ,6,6
1436,절교,6,6
1437,예산안,6,6
1438,이메일,6,6
1439,"여든,팔십",6,6
1440,"준비,장만,채비,마련,차리다,챙기다",6,6
1441,녹두,6,6
1442,자원봉사자,6,6
1443,교실,6,6
1444,"천당,천국",6,6
1445,다람쥐,6,6
1446,"쇼크,충격",6,6
1447,신문,6,6
1448,"무겁다,부담",6,6
1449,낚다,6,6
1450,연사,6,6
1451,"-탕,죽",6,6
1452,골인,6,6
1453,"식탁,밥상,진짓상",6,6
1454,"매음녀,매춘부,창녀",6,6
1455,집행,6,6
1456,허리,6,6
1457,"담당자,책임자",6,6
1458,하자,6,6
1459,제비,6,6
1460,"기상,일어나다,일어서다,서다,독립",6,6
1461,제곱킬로미터,6,6
1462,발전,6,6
1463,가다,6,6
1464,"연락,연결",6,6
1465,회사원,6,6
1466,"피고소인,피고",6,6
1467,울다,6,6
1468,차장,6,6
1469,"중지,끄다",6,6
1470,"계기,동기,말미암다,-자",6,6
1471,개구리,6,6
1472,겉,6,6
1473,건설교통부,6,6
1474,고급,6,6
1475,"임신,회임",6,6
1476,입장,6,6
1477,"독,독하다",6,6
1478,잠꾸러기,6,6
1479,어휘,6,6
1480,(눈이)내리다,6,6
1481,물,6,6
1482,주년,6,6
1483,형제,6,6
1484,"-도,제주,제주도",6,6
1485,"담그다,잠기다",6,6
1486,"재미,흥,흥취,희열,즐기다",6,6
1487,심다,6,6
1488,사령관,6,6
1489,국립,6,6
1490,축복,6,6
1491,과,6,6
1492,무어냐,6,6
1493,오뚝이,6,6
1494,동경,6,6
1495,당구,6,6
1496,ㅅ,6,6
1497,"공직,공무",6,6
1498,공감,6,6
1499,상자,6,6
1500,"영결식,발인",6,6
1501,"우리,저희",6,6
1502,큰형,6,6
1503,(지역)공주,6,6
1504,"변하다,변질,변화,변환,돌아서다",6,6
1505,"낙엽,가랑잎,낙엽이 떨어지다",6,6
1506,전라북도,6,6
1507,쌀밥,6,6
1508,매니큐어,6,6
1509,통역사,6,6
1510,맵시,6,6
1511,빵,6,6
1512,(기온이)오르다,6,6
1513,"구,아홉",6,6
1514,중사,6,6
1515,"값,대금",6,6
1516,수술,6,6
1517,"습득,줍다",6,6
1518,"달다,당분",6,6
1519,"성격,-성,성미,성질,질",6,6
1520,출납,6,6
1521,사립,6,6
1522,"갈비,늑골,갈비뼈",6,6
1523,마스크,6,6
1524,ㅁ,6,6
1525,스코틀랜드,6,6
1526,"술,알코올",6,6
1527,"당연하다,물론",6,6
1528,심심하다,6,6
1529,졸업식,6,6
1530,격일,6,6
1531,무미건조,6,6
1532,"판매원,판매인,세일즈맨",6,6
1533,"웃다,웃음",6,6
1534,중고품,6,6
1535,가야금,6,6
1536,"걷다,걸음,도보,보행",6,6
1537,고릴라,6,6
1538,공격,6,6
1539,"소경,맹인,장님,시각장애인",6,6
1540,"보이다,(현상을)보다",6,6
1541,"덕수궁,경운궁,명례궁",6,6
1542,내구,6,6
1543,반창고,6,6
1544,전폐,6,6
1545,다이아몬드,6,6
1546,"승낙,수락,승인,허가,허락,허용",6,6
1547,바둑,6,6
1548,농담,6,6
1549,"석방,방면",6,6
1550,"홀쭉하다,홀쭉이",6,6
1551,ㅟ,6,6
1552,흐리다,6,6
1553,금리,6,6
1554,잡지,6,6
1555,(사람을)차다,6,6
1556,"열중,몰두",6,6
1557,"연못,못,호수",6,6
1558,ㅕ,6,6
1559,한반도,6,6
1560,"(남자를)유혹, 유혹하다",6,6
1561,"광주,광주시",6,6
1562,페널티킥,6,6
1563,비빔밥,6,6
1564,장애 수당,6,6
1565,(신체기관)장,6,6
1566,"불,불타다",6,6
1567,가치,6,6
1568,계산대,6,6
1569,주간,6,6
1570,"어처구니없다,기막히다,어이없다,억울하다",6,6
1571,"배,선박",6,6
1572,구타,6,6
1573,코,6,6
1574,"반역자,역적",6,6
1575,라디오,6,6
1576,"붙들다,검거,붙잡다,잡다",6,6
1577,시가,6,6
1578,"믿다,믿음,신뢰,신용",6,6
1579,좋다,6,6
1580,"갑자기,냅다,별안간,갑작스럽다",6,6
1581,"친절,대우,접대,서비스,대접",6,6
1582,혹시,6,6
1583,다리다,6,6
1584,"책,도서,서적,책자,펴다",6,6
1585,"외동딸,무남독녀,외딸",6,6
1586,결단,6,6
1587,바로,6,6
1588,앞장서다,6,6
1589,"마음,심리,심정",6,6
1590,송편,6,6
1591,고속도로,6,6
1592,아이고,6,6
1593,이력서,6,6
1594,북한,6,6
1595,"범죄,죄",6,6
1596,"싸우다,격투,싸움,투쟁",6,6
1597,"시장,장,매점",6,6
1598,맥없다,6,6
1599,"더미,무궁무진,무진장,산더미",6,6
1600,"배우,연기자",6,6
1601,"끈기,끈덕지다,끈질기다",6,6
1602,신사,6,6
1603,강원도,6,6
1604,만화가,6,6
1605,연맹,6,6
1606,여행자,6,6
1607,"북녘,북쪽",6,6
1608,빠지다,6,6
1609,"먹다,식사",6,6
1610,"제일,가장,맨,수석",6,6
1611,유교,6,6
1612,"근로자,고용인,노동자,노무자,사원,일꾼,종업원,직원",6,6
1613,용서,6,6
1614,"추석,한가위",6,6
1615,연장자,6,6
1616,"간,간장",6,6
1617,깜박대다,6,6
1618,자정,6,6
1619,"명확하다,정확,똑똑하다,뚜렷하다,명료하다,명백하다,분명하다,선명하다,확실하다,단연",6,6
1620,라면,6,6
1621,순교,6,6
1622,지배인,6,6
1623,신기록,6,6
1624,"구원,구출,구하다,건지다",6,6
1625,송년회,6,6
1626,"힘들다,벅차다,힘겹다",6,6
1627,킬로그램,6,6
1628,한국인,6,6
1629,"놀이,놀다",6,6
1630,신나다,6,6
1631,시리아,6,6
1632,시부모,6,6
1633,"바캉스,피서",6,6
1634,장난,6,6
1635,오리,6,6
1636,짬뽕,6,6
1637,청소년,6,6
1638,"정진,꾸준하다,부지런하다",6,6
1639,"신선하다,새롭다",6,6
1640,대리인,6,6
1641,"줄,대열,늘어서다,줄지어 서다",6,6
1642,"근본,기반,기본,기초,바탕,뿌리",6,6
1643,가볍다,6,6
1644,설악산,6,6
1645,목자,6,6
1646,교육대학교,6,6
1647,후계자,6,6
1648,"골짜기,산골,산골짜기",6,6
1649,기자,6,6
1650,아나운서,6,6
1651,덴마크,6,6
1652,"가담,들어가다,참가,참석,참여,출석,진출",6,6
1653,회의,6,6
1654,명예 훼손,6,6
1655,여러분,6,6
1656,"위하다,-러",6,6
1657,"손,맨손",6,6
1658,공공시설,6,6
1659,골목,6,6
1660,"나체,알몸",6,6
1661,"내부,안,이내,내용",6,6
1662,은행,6,6
1663,공공장소,6,6
1664,가지,6,6
1665,(시작 전)사전,6,6
1666,"집안,가정,일가",6,6
1667,"뒤엎다,뒤집어엎다,그러나,그런데,그렇지만,하지만",6,6
1668,유도,6,6
1669,수레,6,6
1670,첼로,6,6
1671,유치하다,6,6
1672,불행,6,6
1673,"젖다,적시다",6,6
1674,아이슬란드,6,6
1675,발견,6,6
1676,교복,6,6
1677,"천주교,가톨릭",6,6
1678,바깥,6,6
1679,"무용수,무용가",6,6
1680,배다,6,6
1681,혁명,6,6
1682,가동,6,6
1683,"반장,급장",6,6
1684,"고용,채용",6,6
1685,"형형색색,가지각색,각양각색",6,6
1686,오이,6,6
1687,세뇌,6,6
1688,"가장,가구주,주인,호주",6,6
1689,기차역,6,6
1690,찍다,6,6
1691,참고,6,6
1692,"겸손,겸허",6,6
1693,"성,음란",6,6
1694,"비행기,항공,항공기",6,6
1695,"머무르다,존재,체류,계시다,묵다",6,6
1696,어질다,6,6
1697,"십칠,열일곱",6,6
1698,"간혹,가끔,때때로,이따금,종종",6,6
1699,"맹세,맹서",6,6
1700,검도,6,6
1701,도깨비,6,6
1702,(과일)배,6,6
1703,"말다툼,언쟁",6,6
1704,축구장,6,6
1705,문법,6,6
1706,사무소,6,6
1707,명찰,6,6
1708,선수촌,6,6
1709,"잃어버리다,분실,잃다",6,6
1710,베네수엘라,6,6
1711,사무직,6,6
1712,막걸리,6,6
1713,"아가씨,처녀",6,6
1714,"색깔,빛깔,색,색상,색채,컬러",6,6
1715,"공부,학업",6,6
1716,"탑승,오르다,올라서다,올라타다,타다",6,6
1717,"명령,분부",6,6
1718,"잔,컵",6,6
1719,열흘,6,6
1720,체류자,6,6
1721,"뚱뚱이,뚱뚱보",6,6
1722,바닥,6,6
1723,공교롭다,6,6
1724,"자연,천연,저절로",6,6
1725,"노랑,노랗다,누렇다",6,6
1726,비지땀,6,6
1727,외손자,6,6
1728,팔레스타인,6,6
1729,내게,6,6
1730,콜라,6,6
1731,신호등,6,6
1732,야만인,6,6
1733,장롱,6,6
1734,신부,6,6
1735,강당,6,6
1736,"이해,납득",6,6
1737,"개인,사",6,6
1738,잇다,6,6
1739,고려,6,6
1740,비디오,6,6
1741,그대로,6,6
1742,하여금,6,6
1743,과테말라,6,6
1744,"말,말하다,언어",6,6
1745,"공책,노트",6,6
1746,"싫다,싫어하다",6,6
1747,특례,6,6
1748,날다,6,6
1749,"녹음기,녹음,레코드,카세트",6,6
1750,썩 잘하다,6,6
1751,"아니꼽다,역겹다",6,6
1752,물러나다,6,6
1753,킬로미터,6,6
1754,"자랑,뽐내다",6,6
1755,고조할머니,6,6
1756,"스님,승려",6,6
1757,감히,6,6
1758,긍휼,6,6
1759,용도,6,6
1760,이송,6,6
1761,예산,6,6
1762,진급,6,6
1763,잠비아,6,6
1764,"추억,상기,추상,회상",6,6
1765,명사,6,6
1766,"국제,세계",6,6
1767,피난처,6,6
1768,ㅉ,6,6
1769,"실명,맹",6,6
1770,"건립,설립,수립,세우다",6,6
1771,선거,6,6
1772,(신체의)다리,6,6
1773,자막,6,6
1774,형용사,6,6
1775,"문화,문",6,6
1776,"졸업,수료",6,6
1777,인도네시아,6,6
1778,"동요,흔들다",6,6
1779,은신처,6,6
1780,"못생기다,못나다,추하다,밉다",6,6
1781,"심호흡,호흡,공기,냄새,대기,목숨,생명,수,수명,숨,숨결,숨쉬다",6,6
1782,미소,6,6
1783,다단계,6,6
1784,"허리띠,벨트",6,6
1785,농아인의 날,6,6
1786,"승강장,플랫폼",6,6
1787,"기술,재능,재주",6,6
1788,"외아들,독생자",6,6
1789,난동,6,6
1790,(맛이)쓰다,6,6
1791,"동기,동창,동창생",6,6
1792,휩쓸다,6,6
1793,내로라하다,6,6
1794,중앙청,6,6
1795,가을,6,6
1796,병동,6,6
1797,매출액,6,6
1798,"늘이다,늘다,늘리다",6,6
1799,고아,6,6
1800,"휘어잡다,지배",6,6
1801,"금주,술을 끊다",6,6
1802,연필,6,6
1803,승천,6,6
1804,부엌,6,6
1805,(존재가)없다,6,6
1806,흑자,6,6
1807,"아마도,아마,ㄹ 것이다",6,6
1808,"끈,줄,테이프,로프,케이블",6,6
1809,대학,6,6
1810,단지,6,6
1811,서자,6,6
1812,사형,6,6
1813,"비닐하우스,비닐온실",6,6
1814,"노래,음악,가요",6,6
1815,장사,6,6
1816,폭행,6,6
1817,총무,6,6
1818,"개,강아지",6,6
1819,지하,6,6
1820,구간,6,6
1821,총회,6,6
1822,"형편없다,보잘 것 없다",6,6
1823,"사람,인간,분,이,자,-민",6,6
1824,시설,6,6
1825,(자동차에)승차,6,6
1826,튀니지,6,6
1827,"누구,누가,뉘",6,6
1828,"무리,억지로,제재",6,6
1829,"거세다,맹렬하다,진하다,힘차다",6,6
1830,"초문,금시초문",6,6
1831,대전,6,6
1832,이어 내리다,6,6
1833,"남편,배우자,서방",6,6
1834,보호,6,6
1835,교파,6,6
1836,"꺼지다,소등",6,6
1837,"마약,아편,중독,탐닉",6,6
1838,"혈액형,혈액군,혈형",6,6
1839,"마찬가지,같다,동일,맞다,동,똑같다",6,6
1840,"경비,보초,수위,파수,지키다",6,6
1841,교사,6,6
1842,총리,6,6
1843,관용어,6,6
1844,"뒤적이다,들추다,캐다",6,6
1845,동양,6,6
1846,스타일,6,6
1847,비싸다,6,6
1848,목장,6,6
1849,(양복을)맞추다,6,6
1850,(가진 것이)없다,6,6
1851,춘천,6,6
1852,사면,6,6
1853,"불가능,불능",6,6
1854,"보다,시각",6,6
1855,경고,6,6
1856,친척,6,6
1857,땅콩,6,6
1858,베드로,6,6
1859,금연,6,6
1860,"갈등,마찰,거북하다,껄끄럽다",6,6
1861,"가입,등록",6,6
1862,"치아,이",6,6
1863,궁금하다,6,6
1864,"뽀뽀,입맞춤,키스,맞추다",6,6
1865,"신,조물주",6,6
1866,국보,6,6
1867,딱 맞다,6,6
1868,연고,6,6
1869,당뇨병,6,6
1870,미용사,6,6
1871,붕대,6,6
1872,마이크,6,6
1873,학적부,6,6
1874,여름,6,6
1875,외손녀,6,6
1876,뱉다,6,6
1877,"비누,세제",6,6
1878,외인,6,6
1879,"죄송하다,사과,미안하다",6,6
1880,본부,6,6
1881,"정범,주범",6,6
1882,가슴,6,6
1883,"피차,둘이",6,6
1884,잉글랜드,6,6
1885,양장,6,6
1886,기초 생활 보호 대상자,6,6
1887,"삼십,서른",6,6
1888,"칠십,일흔",6,6
1889,"일출,동,아침,(해가)돋다",6,6
1890,"놀다,실업",6,6
1891,소방서,6,6
1892,"전쟁터,전장",6,6
1893,저녁,6,6
1894,휴지,6,6
1895,철부지,6,6
1896,수단,6,6
1897,화요일,6,6
1898,대통령,6,6
1899,"내밀다,무소뿔",6,6
1900,"터뜨리다,폭발,폭파",6,6
1901,룩셈부르크,6,6
1902,"돌려주다,반납,반려,반환,상환",6,6
1903,"운동,스포츠,체육",6,6
1904,예술,6,6
1905,"여성 단체,부녀회",6,6
1906,대학원,6,6
1907,치과의사,6,6
1908,엄하다,6,6
1909,내기,6,6
1910,한국장애인고용촉진공단,6,6
1911,"마술,요술",6,6
1912,우즈베키스탄,6,6
1913,송별연,6,6
1914,"미남,미남자",6,6
1915,동물원,6,6
1916,거미,6,6
1917,강습,6,6
1918,"사용,소비,쓰다",6,6
1919,벌금,6,6
1920,걷히다,6,6
1921,단언,6,6
1922,볼펜,6,6
1923,바람나다,6,6
1924,대인,6,6
1925,"세면,세수,씻다",6,6
1926,"상하다,다치다,부상,상처,손상",6,6
1927,"딸,여식",6,6
1928,"바보,천치",6,6
1929,ㅚ,6,6
1930,찌르다,6,6
1931,홍콩,6,6
1932,"옷,의복,의상",6,6
1933,반짝,6,6
1934,"할머니,조모",6,6
1935,"깨물다,물다",6,6
1936,"광,광선,라이트,빛,조명,비추다,비치다",6,6
1937,익히다,6,6
1938,봉투,6,6
1939,향하다,6,6
1940,대들다,6,6
1941,과거,6,6
1942,"간부,위원",6,6
1943,사냥꾼,6,6
1944,코뿔소,6,6
1945,비정,6,6
1946,"곧다,단정하다,똑바르다,바르다,반듯하다,올바르다,점잖다,똑바르다,올곧다,정하다",6,6
1947,"무게,중량",6,6
1948,"기차,기관차,열차",6,6
1949,아카시아,6,6
1950,"계절,사계,사계절,사철,철",6,6
1951,"입,이론",6,6
1952,"식,축하",6,6
1953,"초대,객,고객,내빈,손님,초빙",6,6
1954,제거,6,6
1955,"시골,촌",6,6
1956,밝히다,6,6
1957,ㅑ,6,6
1958,입사,6,6
1959,충성,6,6
1960,침몰,6,6
1961,"만큼,어치,정도,-쯤",6,6
1962,성공,6,6
1963,새우,6,6
1964,"마찬가지,피장파장",6,6
1965,무치다,6,6
1966,"잔소리,지껄이다",6,6
1967,"인형,꼭두각시",6,6
1968,"십팔,열여덟",6,6
1969,모르다,6,6
1970,엉뚱하다,6,6
1971,드레스,6,6
1972,"또,그리고,다시",6,6
1973,"풀이,세이프,수습,처리,해결,해소,풀다,해내다,조치",6,6
1974,세미나,6,6
1975,"고루고루,유사,근사하다,비슷하다,흡사",6,6
1976,창안,6,6
1977,말을 바꾸다,6,6
1978,문화체육관광부,6,6
1979,로프,6,6
1980,"의자,걸상",6,6
1981,센터,6,6
1982,가마니,6,6
1983,해장국,6,6
1984,"전화,전화기",6,6
1985,"뜨겁다,화끈",6,6
1986,누이,6,6
1987,이야기책,6,6
1988,(바지를)입다,6,6
1989,"그만,금지,그만두다,금하다,말다,하지 마",6,6
1990,역사,6,6
1991,이발,6,6
1992,"어제,어저께,작일",6,6
1993,"금색,황금색,골드색",6,6
1994,자시다,6,6
1995,강요,6,6
1996,제정,6,6
1997,돌출,6,6
1998,"발개지다,붉히다",6,6
1999,아끼다,6,6
2000,"향기롭다,향,향기,향내,향취",6,6
2001,가중,6,6
2002,사신,6,6
